label,billing_city,relationship,amount_2013,amount_lifetime,n_donations_life,season,package,n_seats,location,section,price_level,subscription_tier,multiple_subs,ID,first_donation_year
1.0,san francisco,unknown,2000.0,34277.0,33,2008,Full,2.0,San Francisco,Premium Orchestra,1.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,2005,Full,2.0,San Francisco,Orchestra Front,1.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,1999,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,2003,Full,1.0,San Francisco,unknown,999.0,1.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,1998,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,1994,Full,2.0,Berkeley Saturday,Orchestra,2.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,1997,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,2000,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,2002,Full,1.0,San Francisco,unknown,999.0,1.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,2009,Full,2.0,San Francisco,Premium Orchestra,1.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,2001,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,2010,Full,2.0,San Francisco,Orchestra,1.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,2011,Full,2.0,San Francisco,Orchestra,1.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,1996,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,1995,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000Lhyc4,999
1.0,san francisco,unknown,2000.0,34277.0,33,2006,Full,2.0,San Francisco,Premium Orchestra,1.0,2.0,0,001i000000Lhyc4,999
0.0,san francisco,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuR0m,999
0.0,palo alto,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuOTB,999
0.0,boulder,Vendor - Artistic,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000MJzSu,999
0.0,carpinteria,unknown,0.0,1400.0,4,1993,Full,4.0,Contra Costa,Orchestra,2.0,4.0,0,001i000000NuOGJ,999
0.0,sausalito,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuO4o,999
0.0,oakland,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRFC,999
0.0,ross,unknown,0.0,25100.0,7,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuPUc,999
0.0,san francisco,unknown,0.0,100.0,1,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuPbb,999
0.0,napa,unknown,0.0,0.0,0,1997,Quartet,2.0,San Francisco,Orchestra,2.0,1.0,0,001i000000NuO19,999
0.0,berkeley,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuR8r,999
0.0,palo alto,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000Y2FJH,999
0.0,san pablo,unknown,0.0,0.0,0,1998,Full,2.0,Berkeley Sunday,Balcony Rear,4.0,2.0,0,001i000000NuNou,999
0.0,san pablo,unknown,0.0,0.0,0,1999,Full,2.0,Berkeley Sunday,Balcony Rear,4.0,2.0,0,001i000000NuNou,999
0.0,san pablo,unknown,0.0,0.0,0,1997,Full,2.0,Berkeley Sunday,Balcony Rear,4.0,2.0,0,001i000000NuNou,999
0.0,san pablo,unknown,0.0,0.0,0,2000,Trio,2.0,Berkeley Sunday,Balcony Front,3.0,1.0,0,001i000000NuNou,999
0.0,union city,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuPaW,999
0.0,redwood city,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRCB,999
0.0,san francisco,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRK6,999
0.0,walnut creek,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRFZ,999
0.0,oakland,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuPM5,999
0.0,unknown,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRkQ,999
0.0,san jose,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuQCZ,999
0.0,oakland,unknown,0.0,0.0,0,1993,Full,2.0,Berkeley Saturday,Orchestra,2.0,2.0,0,001i000000NuOI7,999
0.0,san francisco,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuQRL,999
0.0,castro valley,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i0000018BZUN,999
1.0,san francisco,unknown,750.0,10100.0,32,2004,Full,1.0,San Francisco,unknown,999.0,1.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2003,Full,1.0,San Francisco,unknown,999.0,1.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2012,Full,2.0,San Francisco,Orchestra,0.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2001,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2011,Full,2.0,San Francisco,Orchestra,0.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2000,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2006,Full,2.0,San Francisco,Premium Orchestra,1.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2008,Full,2.0,San Francisco,Premium Orchestra,1.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,1997,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,1999,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2005,Full,2.0,San Francisco,Orchestra Front,1.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2002,Full,1.0,San Francisco,unknown,999.0,1.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2013,Full,2.0,San Francisco,unknown,0.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2009,Full,2.0,San Francisco,Premium Orchestra,1.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2007,Full,2.0,San Francisco,Premium Orchestra,1.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,2010,Full,2.0,San Francisco,Orchestra,0.0,2.0,0,001i000000LhyV5,999
1.0,san francisco,unknown,750.0,10100.0,32,1998,Full,2.0,San Francisco,Orchestra,2.0,2.0,0,001i000000LhyV5,999
0.0,berkeley,Education Participant,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000MJzb7,999
0.0,unknown,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRZp,999
0.0,albany,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuR1l,999
0.0,oakland,Education Participant,2500.0,8000.0,5,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000MJzYs,999
0.0,unknown,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuSAT,999
0.0,san francisco,unknown,0.0,1040.0,4,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuPVY,999
0.0,unknown,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRg0,999
0.0,san francisco,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuQVk,999
0.0,san jose,unknown,0.0,0.0,0,1995,Quartet,2.0,Peninsula,Balcony,4.0,1.0,0,001i000000NuOaU,999
0.0,san jose,unknown,0.0,0.0,0,1996,Full,2.0,Peninsula,Balcony,4.0,2.0,0,001i000000NuOaU,999
0.0,san jose,unknown,0.0,0.0,0,1994,Quartet,2.0,Peninsula,Orchestra,2.0,1.0,0,001i000000NuOaU,999
0.0,berkeley,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000V25Uy,999
0.0,greenbrae,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuQGQ,999
0.0,los angeles,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuPJH,999
0.0,oakland,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuPcO,999
0.0,thousand oaks,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRGM,999
0.0,berkeley,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuPw6,999
0.0,walnut creek,unknown,0.0,0.0,0,2003,Quartet CC,1.0,Contra Costa,unknown,999.0,0.5,0,001i000000NuPos,999
0.0,berkeley,unknown,0.0,0.0,0,2009,Trio,2.0,Berkeley Saturday,Balcony Front,3.0,1.0,0,001i000000NuPNQ,999
0.0,berkeley,unknown,0.0,0.0,0,2001,Quartet,2.0,Berkeley Sunday,Orchestra,2.0,1.0,0,001i000000NuPNQ,999
0.0,berkeley,unknown,0.0,0.0,0,2004,Quartet,1.0,Berkeley Sunday,unknown,999.0,0.5,0,001i000000NuPNQ,999
0.0,berkeley,unknown,0.0,0.0,0,2002,Quartet,1.0,Berkeley Sunday,unknown,999.0,0.5,0,001i000000NuPNQ,999
0.0,berkeley,unknown,0.0,0.0,0,2003,Quartet,1.0,Berkeley Sunday,unknown,999.0,0.5,0,001i000000NuPNQ,999
0.0,berkeley,unknown,0.0,0.0,0,2005,Quartet,2.0,Berkeley Saturday,Orchestra Front,1.0,1.0,0,001i000000NuPNQ,999
0.0,danville,unknown,0.0,0.0,0,1995,Full,2.0,Contra Costa,Orchestra,2.0,2.0,0,001i000000NuOi7,999
0.0,danville,unknown,0.0,0.0,0,1998,Full,2.0,Contra Costa,Orchestra,2.0,2.0,0,001i000000NuOi7,999
0.0,danville,unknown,0.0,0.0,0,1996,Full,3.0,Contra Costa,Orchestra,2.0,3.0,0,001i000000NuOi7,999
0.0,danville,unknown,0.0,0.0,0,1999,Full,2.0,Contra Costa,Orchestra,2.0,2.0,0,001i000000NuOi7,999
0.0,berkeley,unknown,0.0,500.0,1,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuP0J,999
0.0,chicago,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuQ7z,999
1.0,berkeley,unknown,70.0,3295.0,33,2011,Full,2.0,Berkeley Sunday,Orchestra,0.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,1993,Full,2.0,Berkeley Sunday,Orchestra,2.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2009,Full,2.0,Berkeley Sunday,Premium Orchestra,1.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2013,Full,1.0,Berkeley Sunday,unknown,0.0,1.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2010,Full,2.0,Berkeley Sunday,Orchestra,0.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,1994,Full,2.0,Berkeley Sunday,Orchestra,2.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,1997,Full,2.0,Berkeley Sunday,Orchestra,2.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2005,Full,2.0,Berkeley Sunday,Orchestra Front,1.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2000,Full,2.0,Berkeley Sunday,Orchestra,2.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2004,Full,1.0,Berkeley Sunday,unknown,999.0,1.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,1998,Full,2.0,Berkeley Sunday,Orchestra,2.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,1999,Full,2.0,Berkeley Sunday,Orchestra,2.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2003,Full,1.0,Berkeley Sunday,unknown,999.0,1.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2001,Full,2.0,Berkeley Sunday,Orchestra,2.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2007,Full,2.0,Berkeley Sunday,Premium Orchestra,1.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,1995,Full,2.0,Berkeley Sunday,Orchestra,2.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,1996,Full,2.0,Berkeley Sunday,Orchestra,2.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2012,Full,1.0,Berkeley Sunday,Orchestra,0.0,1.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2002,Full,1.0,Berkeley Sunday,unknown,999.0,1.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2006,Full,2.0,Berkeley Sunday,Premium Orchestra,1.0,2.0,0,001i000000LhyTs,999
1.0,berkeley,unknown,70.0,3295.0,33,2008,Full,2.0,Berkeley Sunday,Premium Orchestra,1.0,2.0,0,001i000000LhyTs,999
0.0,point richmond,unknown,0.0,3100.0,13,1993,Full,2.0,Peninsula,Orchestra,2.0,2.0,0,001i000000NuO2a,999
0.0,point richmond,unknown,0.0,3100.0,13,1996,Full,2.0,Berkeley Saturday,Orchestra,2.0,2.0,0,001i000000NuO2a,999
0.0,point richmond,unknown,0.0,3100.0,13,1998,Quartet,2.0,Berkeley Saturday,Orchestra,2.0,1.0,0,001i000000NuO2a,999
0.0,point richmond,unknown,0.0,3100.0,13,1997,Quartet,2.0,Berkeley Saturday,Orchestra,2.0,1.0,0,001i000000NuO2a,999
0.0,point richmond,unknown,0.0,3100.0,13,1995,Full,2.0,Berkeley Saturday,Orchestra,2.0,2.0,0,001i000000NuO2a,999
0.0,west long branch,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuPlY,999
0.0,berkeley,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuOxb,999
0.0,benicia,unknown,0.0,2668.0,4,1998,Full,2.0,Contra Costa,Orchestra,2.0,2.0,0,001i000000NuOXB,999
0.0,benicia,unknown,0.0,2668.0,4,1999,Full,2.0,Contra Costa,Orchestra,2.0,2.0,0,001i000000NuOXB,999
0.0,benicia,unknown,0.0,2668.0,4,2003,Quartet CC,1.0,Contra Costa,unknown,999.0,0.5,0,001i000000NuOXB,999
0.0,benicia,unknown,0.0,2668.0,4,2001,Quartet CC,2.0,Contra Costa,Orchestra,2.0,1.0,0,001i000000NuOXB,999
0.0,benicia,unknown,0.0,2668.0,4,1995,Full,2.0,Contra Costa,Orchestra,2.0,2.0,0,001i000000NuOXB,999
0.0,benicia,unknown,0.0,2668.0,4,2000,Quartet CC,2.0,Contra Costa,Orchestra,2.0,1.0,0,001i000000NuOXB,999
0.0,benicia,unknown,0.0,2668.0,4,2002,Quartet CC,1.0,Contra Costa,unknown,999.0,0.5,0,001i000000NuOXB,999
0.0,san rafael,unknown,0.0,0.0,0,1995,Full,2.0,Santa Rosa,Balcony,4.0,2.0,0,001i000000NuOOl,999
0.0,san rafael,unknown,0.0,0.0,0,1994,Full,4.0,Santa Rosa,Balcony,4.0,4.0,0,001i000000NuOOl,999
0.0,lafayette,unknown,0.0,0.0,0,2008,Quartet CC,2.0,Contra Costa,Dress Circle,3.0,1.0,0,001i000000NuQEF,999
0.0,lafayette,unknown,0.0,0.0,0,2006,Quartet CC,2.0,Contra Costa,Dress Circle,3.0,1.0,0,001i000000NuQEF,999
0.0,lafayette,unknown,0.0,0.0,0,2010,CYO,2.0,Contra Costa,Orchestra,3.0,1.0,0,001i000000NuQEF,999
0.0,lafayette,unknown,0.0,0.0,0,2007,Quartet CC,2.0,Contra Costa,Dress Circle,3.0,1.0,0,001i000000NuQEF,999
0.0,unknown,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRm6,999
0.0,unknown,Education Participant,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000MJzYv,999
0.0,unknown,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRkr,999
0.0,unknown,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRms,999
0.0,unknown,Vendor - Artistic,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000MKXhC,999
0.0,san francisco,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuQuJ,999
0.0,palo alto,unknown,1500.0,4000.0,3,2009,Trio,1.0,Peninsula,Premium Orchestra,1.0,0.5,0,001i000000LhyaJ,999
0.0,palo alto,unknown,1500.0,4000.0,3,2012,Full,1.0,Peninsula,Orchestra,0.0,1.0,0,001i000000LhyaJ,999
0.0,palo alto,unknown,1500.0,4000.0,3,2010,Full,1.0,Peninsula,Orchestra,0.0,1.0,0,001i000000LhyaJ,999
0.0,palo alto,unknown,1500.0,4000.0,3,2011,Quartet,1.0,Peninsula,Orchestra,0.0,0.5,0,001i000000LhyaJ,999
0.0,los gatos,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuQwB,999
0.0,san mateo,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRG9,999
0.0,moraga,unknown,0.0,350.0,1,1997,Full,2.0,Contra Costa,Orchestra,2.0,2.0,0,001i000000NuOBN,999
0.0,san francisco,Education Participant,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000MJzTl,999
0.0,berkeley,unknown,0.0,84.0,2,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuNoi,999
0.0,unknown,unknown,0.0,0.0,0,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuRiG,999
0.0,berkeley,unknown,0.0,0.0,0,2013,Trio B,2.0,Berkeley Saturday,unknown,3.0,1.0,0,001i000000NuRUw,999
0.0,okemos,unknown,0.0,50.0,1,999,unknown,999.0,unknown,unknown,999.0,999.0,0,001i000000NuOsF,999
0.0,cocoa beach,unknown,0.0,50.0,1,1996,Full,2.0,San Francisco,Dress Circle,3.0,2.0,0,001i000000NuNX8,999
0.0,cocoa beach,unknown,0.0,50.0,1,2004,Trio,1.0,San Francisco,unknown,999.0,0.5,0,001i000000NuNX8,999
