label,billing_zip,billing_city,relationship,amount_2013,amount_lifetime,n_donations_life,ID,first_donation_year
1.0,94118,San Francisco,,2000.0,34277.0,33,001i000000Lhyc4,1995.0
0.0,,San Francisco,,0.0,0.0,0,001i000000NuR0m,999
0.0,94301,Palo Alto,,0.0,0.0,0,001i000000NuOTB,999
0.0,80309-0302,Boulder,Vendor - Artistic,0.0,0.0,0,001i000000MJzSu,999
0.0,93014,Carpinteria,,0.0,1400.0,4,001i000000NuOGJ,1990.0
0.0,94966,Sausalito,,0.0,0.0,0,001i000000NuO4o,999
0.0,94610,Oakland,,0.0,0.0,0,001i000000NuRFC,999
0.0,94957,Ross,,0.0,25100.0,7,001i000000NuPUc,2001.0
0.0,94122,San Francisco,,0.0,100.0,1,001i000000NuPbb,2001.0
0.0,94558,Napa,,0.0,0.0,0,001i000000NuO19,999
0.0,94709,Berkeley,,0.0,0.0,0,001i000000NuR8r,999
0.0,94301,Palo Alto,,0.0,0.0,0,001i000000Y2FJH,999
0.0,94806,San Pablo,,0.0,0.0,0,001i000000NuNou,999
0.0,94587,Union City,,0.0,0.0,0,001i000000NuPaW,999
0.0,94061,Redwood City,,0.0,0.0,0,001i000000NuRCB,999
0.0,94116,San Francisco,,0.0,0.0,0,001i000000NuRK6,999
0.0,94596,Walnut Creek,,0.0,0.0,0,001i000000NuRFZ,999
0.0,94602,Oakland,,0.0,0.0,0,001i000000NuPM5,999
0.0,,,,0.0,0.0,0,001i000000NuRkQ,999
0.0,95134,San Jose,,0.0,0.0,0,001i000000NuQCZ,999
0.0,94611,Oakland,,0.0,0.0,0,001i000000NuOI7,999
0.0,94112,San Francisco,,0.0,0.0,0,001i000000NuQRL,999
0.0,94552,castro valley,,0.0,0.0,0,001i0000018BZUN,999
1.0,94121,San Francisco,,750.0,10100.0,32,001i000000LhyV5,1997.0
0.0,94703,Berkeley,Education Participant,0.0,0.0,0,001i000000MJzb7,999
0.0,,,,0.0,0.0,0,001i000000NuRZp,999
0.0,,Albany,,0.0,0.0,0,001i000000NuR1l,999
0.0,94612,Oakland,Education Participant,2500.0,8000.0,5,001i000000MJzYs,2009.0
0.0,,,,0.0,0.0,0,001i000000NuSAT,999
0.0,94114,San Francisco,,0.0,1040.0,4,001i000000NuPVY,2001.0
0.0,,,,0.0,0.0,0,001i000000NuRg0,999
0.0,94115,San Francisco,,0.0,0.0,0,001i000000NuQVk,999
0.0,95128,San Jose,,0.0,0.0,0,001i000000NuOaU,999
0.0,94708-1605,Berkeley,,0.0,0.0,0,001i000000V25Uy,999
0.0,94904,Greenbrae,,0.0,0.0,0,001i000000NuQGQ,999
0.0,90066,Los Angeles,,0.0,0.0,0,001i000000NuPJH,999
0.0,94602,Oakland,,0.0,0.0,0,001i000000NuPcO,999
0.0,91360,Thousand Oaks,,0.0,0.0,0,001i000000NuRGM,999
0.0,94708,Berkeley,,0.0,0.0,0,001i000000NuPw6,999
0.0,94595,Walnut Creek,,0.0,0.0,0,001i000000NuPos,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuPNQ,999
0.0,94526,Danville,,0.0,0.0,0,001i000000NuOi7,999
0.0,94704,Berkeley,,0.0,500.0,1,001i000000NuP0J,2001.0
0.0,60640,Chicago,,0.0,0.0,0,001i000000NuQ7z,999
1.0,94708,Berkeley,,70.0,3295.0,33,001i000000LhyTs,1985.0
0.0,94801,Point Richmond,,0.0,3100.0,13,001i000000NuO2a,1985.0
0.0,7764,West Long Branch,,0.0,0.0,0,001i000000NuPlY,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuOxb,999
0.0,94510,Benicia,,0.0,2668.0,4,001i000000NuOXB,1998.0
0.0,94903,San Rafael,,0.0,0.0,0,001i000000NuOOl,999
0.0,94549,Lafayette,,0.0,0.0,0,001i000000NuQEF,999
0.0,,,,0.0,0.0,0,001i000000NuRm6,999
0.0,,,Education Participant,0.0,0.0,0,001i000000MJzYv,999
0.0,,,,0.0,0.0,0,001i000000NuRkr,999
0.0,,,,0.0,0.0,0,001i000000NuRms,999
0.0,,,Vendor - Artistic,0.0,0.0,0,001i000000MKXhC,999
0.0,94109,San Francisco,,0.0,0.0,0,001i000000NuQuJ,999
0.0,94304,Palo Alto,,1500.0,4000.0,3,001i000000LhyaJ,2011.0
0.0,,Los Gatos,,0.0,0.0,0,001i000000NuQwB,999
0.0,94402,San Mateo,,0.0,0.0,0,001i000000NuRG9,999
0.0,94556,Moraga,,0.0,350.0,1,001i000000NuOBN,1989.0
0.0,94109,San Francisco,Education Participant,0.0,0.0,0,001i000000MJzTl,999
0.0,94720,Berkeley,,0.0,84.0,2,001i000000NuNoi,1987.0
0.0,,,,0.0,0.0,0,001i000000NuRiG,999
0.0,94712,Berkeley,,0.0,0.0,0,001i000000NuRUw,999
0.0,48864,Okemos,,0.0,50.0,1,001i000000NuOsF,1998.0
0.0,32931-4426,Cocoa Beach,,0.0,50.0,1,001i000000NuNX8,1996.0
0.0,94117,San Francisco,,0.0,650.0,2,001i000000NuPiM,2002.0
0.0,94595,Walnut Creek,,0.0,0.0,0,001i000000NuPxN,999
0.0,94706,berkeley,,0.0,0.0,0,001i000000oks3J,999
0.0,94133,San Francisco,,0.0,0.0,0,001i000000NuPmt,999
0.0,,,,0.0,0.0,0,001i000000NuRoG,999
0.0,,Menlo Park,,0.0,0.0,0,001i000000NuQwE,999
0.0,92373,Redlands,,0.0,200.0,2,001i000000NuP0U,1999.0
0.0,80206,Denver,,0.0,0.0,0,001i000000NuP4H,999
0.0,95448,Healdsburg,,0.0,0.0,0,001i000000NuNYD,999
0.0,94110,San Francisco,,0.0,0.0,0,001i000000NuOZg,999
0.0,,800 Aarhus,,0.0,50.0,1,001i000000NuPDH,1999.0
0.0,94708,Berkeley,,0.0,951.6,18,001i000000NuO6a,1985.0
0.0,93950,Pacific Grove,,0.0,35.0,1,001i000000NuP9b,2001.0
0.0,94114,San Francisco,,0.0,550.0,10,001i000000NuOMK,1995.0
0.0,94518,Concord,,0.0,232.0,4,001i000000NuOEy,1994.0
0.0,94401,San Mateo,,0.0,0.0,0,001i000000NuOux,999
0.0,94028,Portola Valley,,0.0,0.0,0,001i000000NuQm2,999
0.0,94022,Los Altos,,0.0,0.0,0,001i000000NuPfr,999
0.0,95441,Geyserville,,0.0,11700.01,5,001i000000NuPKQ,2001.0
0.0,94560,Newark,,0.0,0.0,0,001i000000NuQLs,999
0.0,94595,Walnut Creek,,0.0,0.0,0,001i000000NuPFV,999
0.0,94086,Sunnyvale,,0.0,0.0,0,001i000000NuOTS,999
0.0,94549,Lafayette,,0.0,0.0,0,001i000000NuOYS,999
1.0,94602,Oakland,,25.0,110.0,4,001i000000LhyZe,2011.0
0.0,96815,Honolulu,,0.0,10.0,1,001i000000NuOev,1996.0
0.0,94941,Mill Valley,,0.0,0.0,0,001i000000c2KTV,999
0.0,94556,Moraga,,0.0,0.0,0,001i000000MI3cV,999
0.0,94580,San Lorenzo,,0.0,300.0,3,001i000000NuPXF,2006.0
0.0,94112,San Francisco,,0.0,0.0,0,001i000000NuPKc,999
0.0,94061,Redwood City,,0.0,20.0,1,001i000000NuNc9,1987.0
0.0,94618,Oakland,,2000.0,6975.0,6,001i000000NuQeM,2008.0
0.0,,,,0.0,0.0,0,001i000000NuRlk,999
0.0,94704,Berkeley,,0.0,100.0,1,001i000000NuOSC,2005.0
0.0,94622,Oakland,,0.0,0.0,0,001i000000NuQS6,999
1.0,94114,San Francisco,,100.0,1275.0,15,001i000000LhyW8,1997.0
0.0,94110,San Francisco,,0.0,0.0,0,001i000000NuQxC,999
0.0,94925,Corte Madera,,0.0,0.0,0,001i000000NuOWN,999
0.0,,,,0.0,0.0,0,001i000000NuRsl,999
0.0,95125,San Jose,,0.0,0.0,0,001i000000NuO6A,999
0.0,94704,Berkeley,,0.0,0.0,0,001i000000NuQUU,999
0.0,94114,San Francisco,,22.0,512.0,6,001i000000LhyXR,2005.0
0.0,94705,Berkeley,,0.0,0.0,0,001i000000NuRUx,999
0.0,,,,0.0,0.0,0,001i000000NuRaj,999
0.0,94022,Los Altos,,0.0,0.0,0,001i000000NuPJ5,999
0.0,,,,0.0,4660.0,4,001i000000NuP0W,1998.0
0.0,94556,Moraga,,0.0,0.0,0,001i000000NuPmI,999
0.0,94553,Martinez,,0.0,0.0,0,001i000000NuPjd,999
0.0,01243-4328,Somerville,,0.0,50.0,1,001i000000NuNXB,1998.0
1.0,94022,Los Altos,,0.0,0.0,0,001i000000NuRI6,999
0.0,54911,Appleton,,0.0,0.0,0,001i000000NuPkZ,999
1.0,94121,San Francisco,,0.0,0.0,0,001i000000LhyXG,999
0.0,94549,Lafayette,,0.0,50.0,2,001i000000NuOpr,1996.0
0.0,94107,San Francisco,,0.0,0.0,0,001i000000NuQIW,999
0.0,,Palo Alto,,0.0,0.0,0,001i000000NuQx4,999
0.0,94122,San Francisco,,0.0,100.0,1,001i000000NuPJD,2001.0
0.0,94704,Berkeley,,0.0,20.0,1,001i000000NuOjq,1995.0
0.0,94117,San Francisco,,0.0,0.0,0,001i000000NuNj3,999
0.0,11226-7381,Brooklyn,,0.0,0.0,0,001i000000NuNW9,999
0.0,94523,Pleasant Hill,,0.0,0.0,0,001i000000NuOQ1,999
0.0,65211-1310,Columbia,Vendor - Artistic,0.0,0.0,0,001i000000MJzWq,999
0.0,94404,San Mateo,,0.0,0.0,0,001i000000NuPXC,999
0.0,90803-5656,Long Beach,,0.0,25.0,1,001i000000NuNY6,2000.0
0.0,94619,Oakland,,0.0,0.0,0,001i000000NuRCU,999
0.0,94114,San Francisco,,0.0,0.0,0,001i000000NuRVp,999
0.0,94568,Dublin,,0.0,0.0,0,001i000000NuPt9,999
0.0,94583,San Ramon,,0.0,150.0,2,001i000000NuPHW,2000.0
0.0,,,,0.0,0.0,0,001i000000Li96I,999
0.0,94707,berkeley,,0.0,0.0,0,001i000000NuRWg,999
0.0,94118,San Francisco,,0.0,100.0,1,001i000000NuOA3,1988.0
0.0,94901,san rafael,,0.0,0.0,0,001i000000ZtBS1,999
1.0,94025,Menlo Park,,300.0,3840.0,23,001i000000LhyVp,1993.0
0.0,92660,Newport Beach,,0.0,0.0,0,001i000000NuNa4,999
0.0,94108,San Francisco,,0.0,130.0,1,001i000000NuPEL,2002.0
1.0,94609,Oakland,,0.0,1939.0,28,001i000000LhyVe,1988.0
0.0,94011,Burlingame,,0.0,0.0,0,001i000000NuOch,999
0.0,49930,Hancock,,0.0,850.0,4,001i000000NuO9b,1988.0
0.0,94903,San Rafael,,0.0,0.0,0,001i000000NuNt7,999
0.0,,,,0.0,0.0,0,001i000000NuRfV,999
0.0,94901,San Rafael,,0.0,0.0,0,001i000000NuOW3,999
0.0,94605,Oakland,,0.0,0.0,0,001i000000NuQHI,999
0.0,33433,Boca Raton,,0.0,0.0,0,001i000000NuPDp,999
0.0,94062,Woodside,,1000.0,17010.0,21,001i000000NuNrk,1994.0
0.0,94707,Berkeley,,0.0,125.0,2,001i000000NuNdZ,1985.0
0.0,94024,Los Altos Hills,,0.0,1446.0,19,001i000000NuNq2,1991.0
0.0,94306,Palo Alto,,0.0,392.0,7,001i000000NuNmA,1990.0
0.0,94024,Los Altos,,250.0,250.0,1,001i000000NuNQi,2013.0
0.0,94114,San Francisco,,0.0,43.0,1,001i000000NuNVU,2011.0
0.0,94114,San Francisco,,0.0,0.0,0,001i000000aSD0E,999
0.0,94611,Oakland,,0.0,0.0,0,001i000000NuRHZ,999
0.0,94507,Alamo,,0.0,0.0,0,001i000000NuQCr,999
0.0,97520,Ashland,,0.0,127.0,2,001i000000NuPSd,2004.0
0.0,94062,Woodside,,0.0,100.0,1,001i000000NuOjT,1995.0
0.0,94556,Moraga,,0.0,0.0,0,001i000000NuNsV,999
0.0,94549,Lafayette,,0.0,0.0,0,001i000000NuQZF,999
0.0,94563,Orinda,,0.0,0.0,0,001i000000NuPeu,999
0.0,94110,San Francisco,,0.0,0.0,0,001i000000NuPbE,999
0.0,94131,San Francisco,,0.0,0.0,0,001i000000NuPzK,999
0.0,,,,0.0,0.0,0,001i000000NuS6q,999
0.0,94704,Berkeley,,0.0,0.0,0,001i000000NuQdE,999
0.0,95129,San Jose,,0.0,0.0,0,001i000000oks2q,999
0.0,94026,Menlo Park,,42.0,42.0,1,001i000000NuRHL,2012.0
0.0,95066,Scotts Valley,,0.0,0.0,0,001i000000NuOxR,999
0.0,94706,Albany,,0.0,0.0,0,001i000000NuRRD,999
0.0,94618,Oakland,,0.0,0.0,0,001i000000NuR7K,999
0.0,95124,San Jose,,0.0,0.0,0,001i000000NuPCS,999
0.0,94552,Castro Valley,,0.0,1120.0,12,001i000000NuPA2,1999.0
0.0,87510,Abiquiu,,0.0,0.0,0,001i000000NuQMl,999
0.0,94605,Oakland,,0.0,0.0,0,001i000000NuQnU,999
0.0,94618,Oakland,,0.0,0.0,0,001i000000NuOfL,999
0.0,94610,Oakland,,0.0,0.0,0,001i000000NuR9a,999
0.0,,San Francisco,,0.0,0.0,0,001i000000NuQvk,999
0.0,94102,San Francisco,,0.0,0.0,0,001i000000NuNUY,999
0.0,94110,San Francisco,,0.0,0.0,0,001i000000NuQF7,999
0.0,94706,Berkeley,,0.0,0.0,0,001i000000NuQl8,999
0.0,94123,San Francisco,,0.0,0.0,0,001i000000NuPPe,999
0.0,92677,Laguna Niguel,,0.0,280.0,5,001i000000NuOrI,1997.0
0.0,95135,San Jose,,0.0,0.0,0,001i000000NuPYr,999
0.0,,,,0.0,0.0,0,001i000000NuRjz,999
0.0,94708,Berkeley,,0.0,0.0,0,001i000000NuRFI,999
0.0,,,,0.0,0.0,0,001i000000NuRsF,999
0.0,94949,Novato,,0.0,0.0,0,001i000000NuOZS,999
0.0,,,,0.0,0.0,0,001i000000NuRvJ,999
0.0,94520,Concord,,0.0,0.0,0,001i000000NuPY0,999
0.0,,,Education Participant,0.0,0.0,0,001i000000MJzb6,999
0.0,,,,0.0,0.0,0,001i000000NuSAO,999
0.0,94705,Berkeley,,0.0,0.0,0,001i000000NuOPM,999
0.0,94553,Martinez,,0.0,0.0,0,001i000000NuOvD,999
0.0,94915,San Rafael,,0.0,0.0,0,001i000000NuQ4e,999
0.0,,,,0.0,0.0,0,001i000000NuRu3,999
0.0,,Oakland,,0.0,0.0,0,001i000000NuQzA,999
0.0,94708,Berkeley,,0.0,0.0,0,001i000000Li96Z,999
0.0,94087,Sunnyvale,,0.0,0.0,0,001i000000NuPkL,999
0.0,,,,0.0,0.0,0,001i000000NuRbP,999
0.0,80540,Lyons,,0.0,0.0,0,001i000000NuPNI,999
0.0,94709,Berkeley,,0.0,0.0,0,001i000000NuQl4,999
0.0,94134,San Francisco,,0.0,100.0,3,001i000000NuOlP,1996.0
0.0,94605,Oakland,,0.0,0.0,0,001i000000NuRJh,999
0.0,,,,0.0,0.0,0,001i000000NuRiE,999
0.0,94105,San Francisco,,0.0,38000.0,6,001i000000NuSpp,1988.0
0.0,1810,Andover,,0.0,110.0,1,001i000000NuSpu,2011.0
0.0,K9A 0A9,"Cobourg, ON",,0.0,0.0,0,001i000000NuQs3,999
1.0,94306,Portola Valley,,50.0,1349.68,22,001i000000LhyUn,1990.0
0.0,94946,Nicasio,,0.0,100.0,2,001i000000NuOMX,1994.0
0.0,,San Francisco,,0.0,0.0,0,001i000000NuQwe,999
0.0,91105,Pasadena,,0.0,918.0,5,001i000000NuOUH,1995.0
0.0,73120,Oklahoma City,,0.0,0.0,0,001i000000NuQ8C,999
0.0,94903,San Rafael,,0.0,0.0,0,001i000000NuPqm,999
0.0,,,,0.0,0.0,0,001i000000NuRZg,999
0.0,94019,Half Moon Bay,,0.0,0.0,0,001i000000NuORI,999
0.0,94102,San Francisco,,0.0,0.0,0,001i000000NuRQQ,999
0.0,,,,0.0,0.0,0,001i000000NuRmp,999
0.0,92869,Orange,,0.0,170.0,6,001i000000NuOqb,1996.0
0.0,94121,San Francisco,,0.0,0.0,0,001i000000NuOJH,999
0.0,94805,Richmond,,0.0,0.0,0,001i000000NuPpW,999
0.0,95409,Santa Rosa,,0.0,0.0,0,001i000000NuQSU,999
0.0,94618,oakland,,0.0,0.0,0,001i000000NuRUk,999
0.0,94109,San Francisco,,0.0,0.0,0,001i000000oks1S,999
0.0,94118,San Francisco,,0.0,0.0,0,001i000000NuPfF,999
0.0,94611,Piedmont,,0.0,0.0,0,001i000000ZuuuH,999
0.0,94015,Daly City,,0.0,0.0,0,001i000000NuPh0,999
0.0,94705,Berkeley,,0.0,0.0,0,001i000000NuR7G,999
0.0,,,,0.0,0.0,0,001i000000NuRrC,999
0.0,94010,Burlingame,,0.0,0.0,0,001i000000NuQbk,999
0.0,94602,Oakland,,0.0,0.0,0,001i000000NuOLH,999
0.0,,,,0.0,0.0,0,001i000000NuRu4,999
0.0,94123,San Francisco,,0.0,2500.0,8,001i000000NuOH3,1989.0
0.0,94577,San Leandro,,0.0,150.0,2,001i000000NuPf8,2003.0
0.0,,,,0.0,0.0,0,001i000000NuRgG,999
0.0,94105,San Francisco,,0.0,590.0,2,001i000000NuPCJ,2001.0
0.0,94109,San Francisco,,1250.0,9800.0,12,001i000000NuPS2,2005.0
0.0,94708,Berkeley,,0.0,425.0,7,001i000000NuOsw,1997.0
0.0,94598,Walnut Creek,,0.0,391.0,15,001i000000NuOHH,1992.0
0.0,,,,0.0,0.0,0,001i000000NuRbA,999
0.0,,San Francisco,,0.0,0.0,0,001i000000NuQxY,999
0.0,94015-4021,Daly City,,0.0,0.0,0,001i000000NuRIU,999
0.0,50011-1113,Ames,Vendor - Artistic,0.0,0.0,0,001i000000MJzWg,999
0.0,94109,San Francisco,,0.0,0.0,0,001i000000q7wB9,999
0.0,91313,Chatsworth,,0.0,0.0,0,001i000000NuPc2,999
0.0,7626,Cresskill,,0.0,6337.0,7,001i000000NuSqB,1991.0
0.0,94306,Palo Alto,,0.0,0.0,0,001i000000NuQvg,999
0.0,94132,San Francisco,,0.0,0.0,0,001i000000NuQGy,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuPrr,999
0.0,,Oakland,,0.0,0.0,0,001i000000NuR23,999
0.0,94805,Richmond,,0.0,50.0,1,001i000000NuOI3,1994.0
0.0,,,,0.0,0.0,0,001i000000Li95O,999
0.0,94114,San Francisco,,0.0,1400.0,4,001i000000NuQeU,2008.0
0.0,,Oakland,,0.0,0.0,0,001i000000NuQyp,999
0.0,94611,Oakland,,0.0,0.0,0,001i000000NuQXR,999
1.0,94117,San Francisco,,10500.0,139189.4,62,001i000000LhybY,1986.0
0.0,,,,0.0,0.0,0,001i000000NuRmJ,999
0.0,,Novato,,0.0,0.0,0,001i000000NuQyR,999
0.0,94061,Redwood City,,0.0,0.0,0,001i000000NuQbX,999
0.0,94563,Orinda,,0.0,0.0,0,001i000000em8xL,999
0.0,,Hayward,,0.0,0.0,0,001i000000NuR2p,999
1.0,94563,Orinda,,0.0,100.0,4,001i000000LhyTe,1998.0
0.0,94115,San Francisco,,0.0,0.0,0,001i000000NuQg0,999
0.0,,,,0.0,0.0,0,001i000000Li96G,999
0.0,94043,Mountain View,,0.0,5.25,1,001i000000NuO9C,1988.0
0.0,94103,San Francisco,,0.0,0.0,0,001i000000NuPxk,999
0.0,94801,Richmond,,0.0,108.0,1,001i000000NuR6l,2012.0
0.0,,,,0.0,0.0,0,001i000000NuRiT,999
0.0,94025,Menlo Park,,0.0,0.0,0,001i000000NuQrP,999
0.0,92009,Carlsbad,,0.0,0.0,0,001i000000NuOtM,999
0.0,94103,San Francisco,,0.0,0.0,0,001i000000NuQfk,999
0.0,94121,San Francisco,,0.0,300.0,1,001i000000NuNdN,2001.0
0.0,94110,San Francisco,,0.0,0.0,0,001i000000q7wAY,999
0.0,85086,Anthem,,0.0,1327.5,14,001i000000NuNvJ,1995.0
0.0,92653,Laguna Hills,,0.0,0.0,0,001i000000NuP9J,999
0.0,94539,Fremont,,0.0,75.0,1,001i000000NuPE3,2002.0
0.0,94127,San Francisco,,0.0,75.0,3,001i000000NuOFS,1990.0
0.0,94501,Alameda,,0.0,0.0,0,001i000000NuOSo,999
1.0,94025,Menlo Park,,0.0,0.0,0,001i000000NuQPa,999
0.0,94708,Berkeley,,0.0,373.0,9,001i000000NuOC3,1994.0
0.0,94904,Kentfield,,0.0,523.0,7,001i000000NuOUw,1994.0
0.0,94604,Oakland,,0.0,0.0,0,001i000000NuRPC,999
0.0,91006,Arcadia,,0.0,0.0,0,001i000000V1X0m,999
0.0,94596,Walnut Creek,,0.0,50.0,1,001i000000NuOwr,2002.0
0.0,94596,Walnut Creek,,0.0,0.0,0,001i000000NuOMF,999
0.0,,,,0.0,0.0,0,001i000000NuS6T,999
0.0,94118,San Francisco,,0.0,0.0,0,001i000000NuOm1,999
0.0,94501,Alameda,,0.0,70.0,1,001i000000NuNkg,1988.0
0.0,94559,napa,,0.0,0.0,0,001i000000NuQpZ,999
0.0,94549,Lafayette,,0.0,0.0,0,001i000000NuPUM,999
0.0,94619,Oakland,,0.0,0.0,0,001i000000NuPyt,999
0.0,94563,Orinda,,0.0,0.0,0,001i000000NuQ9w,999
0.0,,,,0.0,0.0,0,001i000000NuRX5,999
0.0,95570,Trinidad,,0.0,1519.0,11,001i000000NuOn9,1997.0
0.0,94611,Oakland,,0.0,0.0,0,001i000000NuRRe,999
0.0,94102,San Francisco,,0.0,0.0,0,001i000000NuPu7,999
0.0,93230,Hanford,,0.0,0.0,0,001i000000NuREU,999
0.0,,,,0.0,0.0,0,001i000000NuRed,999
0.0,94705,Berkeley,,0.0,1500.0,5,001i000000NuNzP,1990.0
0.0,,San Francisco,,0.0,0.0,0,001i000000NuQx6,999
0.0,94306,Palo Alto,,0.0,5000.0,4,001i000000NuO5i,1988.0
0.0,95159,San Jose,,0.0,100.0,2,001i000000NuNr4,1998.0
0.0,94022,Los Altos,,0.0,0.0,0,001i000000NuQII,999
1.0,94708,Kensington,,0.0,0.0,0,001i000000NuRJN,999
0.0,94507,Alamo,,0.0,0.0,0,001i000000NuOy5,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuQRj,999
0.0,94708,Berkeley,,0.0,180.0,4,001i000000NuO7z,1985.0
0.0,94122,San Francisco,,0.0,0.0,0,001i000000NuQ0Q,999
0.0,94941,Mill Valley,,0.0,0.0,0,001i000000NuNiU,999
0.0,94549,Lafayette,,0.0,0.0,0,001i000000NuOmx,999
0.0,94903,San Rafael,,0.0,0.0,0,001i000000NuOnx,999
0.0,95127,San Jose,,0.0,0.0,0,001i000000NuQtF,999
0.0,,,,0.0,0.0,0,001i000000NuRus,999
0.0,94102,San Francisco,,0.0,0.0,0,001i000000NuRAy,999
0.0,,,,0.0,0.0,0,001i000000NuRvh,999
0.0,94305,Stanford,,0.0,0.0,0,001i000000NuQmb,999
0.0,95051,Santa Clara,Education Participant,0.0,0.0,0,001i000000MJzXo,999
0.0,94941,Mill Valley,,0.0,0.0,0,001i000000NuOl7,999
0.0,,,,0.0,0.0,0,001i000000NuRpm,999
0.0,,Walnut Creek,,0.0,0.0,0,001i000000NuR67,999
0.0,94109,San Francisco,,0.0,0.0,0,001i000000NuOZ7,999
0.0,94115,San Francisco,,0.0,0.0,0,001i000000NuP4t,999
0.0,94401,San Mateo,,0.0,0.0,0,001i000000NuQ3u,999
0.0,94114,San Francisco,,0.0,3272.0,14,001i000000NuNqO,1992.0
0.0,94901,San Rafael,,0.0,0.0,0,001i000000NuPs8,999
0.0,,,,0.0,0.0,0,001i000000NuRbt,999
0.0,92663,Newport Beach,,0.0,0.0,0,001i000000NuNal,999
0.0,94126,San Francisco,,0.0,4354.0,18,001i000000NuNxZ,1988.0
0.0,94501,Alameda,,0.0,0.0,0,001i0000017bR4K,999
0.0,94062,Redwood City,,0.0,200.0,2,001i000000NuO2B,1996.0
0.0,94707,Berkeley,,0.0,243.0,5,001i000000NuO6c,1988.0
0.0,22947,Keswick,,0.0,1242.0,4,001i000000NuOCu,1989.0
0.0,94507,Alamo,,0.0,200.0,2,001i000000NuOP7,2005.0
0.0,94306,Palo Alto,,0.0,0.0,0,001i000000NuOao,999
0.0,95126,San Jose,,0.0,0.0,0,001i000000NuPyJ,999
1.0,94530,El Cerrito,,300.0,900.0,3,001i000000LhySX,2012.0
0.0,95619,Diamond Springs,,0.0,0.0,0,001i000000NuNZb,999
0.0,94121,San Francisco,,0.0,12643.78,11,001i000000NuNvy,1985.0
0.0,95959,Nevada City,,0.0,0.0,0,001i000000NuQ6n,999
0.0,91206,Glendale,,0.0,0.0,0,001i000000NuPyj,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuQ54,999
0.0,94709,Berkeley,,0.0,0.0,0,001i000000NuQ8U,999
0.0,94061,Redwood City,,0.0,0.0,0,001i000000NuPWJ,999
0.0,95616,Davis,,0.0,0.0,0,001i000000NuQfT,999
0.0,11777,Port Jefferson,,0.0,0.0,0,001i000000NuPyz,999
0.0,,,,0.0,0.0,0,001i000000NuRhe,999
0.0,,,,0.0,0.0,0,001i000000NuRsx,999
0.0,94117,San Francisco,,0.0,41403.81,13,001i000000NuNtQ,1986.0
0.0,94960,san anselmo,,0.0,0.0,0,001i000000NuRQ5,999
0.0,,Orlando,,0.0,0.0,0,001i000000NuQvl,999
0.0,,,,0.0,0.0,0,001i000000NuRpL,999
0.0,95112,San Jose,,0.0,0.0,0,001i000000NuQeA,999
0.0,94707,Berkeley,,0.0,0.0,0,001i000000NuOM8,999
0.0,95618,Davis,,0.0,0.0,0,001i000000NuQEG,999
1.0,94027,Atherton,,1500.0,10690.0,11,001i000000LhyX2,2006.0
